movement_id,production_order_id,material_id,material_name,movement_type,quantity,unit
SM0002345,PO001082,M010,Lubricating Oil,Consumption,95.7,Litre
SM0002346,PO001083,M004,Aluminium Alloy,Consumption,5888.0,Kg
SM0002347,PO001083,M011,Industrial Coolant,Consumption,184.0,Litre
SM0002348,PO001084,M003,Stainless Steel,Consumption,3256.0,Kg
SM0002349,PO001084,M012,Electronic Sensors,Consumption,814.0,Piece
SM0002350,PO001085,M002,Forged Steel,Consumption,3888.0,Kg
SM0002351,PO001085,M014,Hydraulic Fluid,Consumption,388.8,Litre
SM0002352,PO001086,M001,Cast Iron,Consumption,6776.0,Kg
SM0002353,PO001086,M015,Protective Coating,Consumption,145.2,Litre
SM0002354,PO001087,M001,Cast Iron,Consumption,17010.0,Kg
SM0002355,PO001087,M010,Lubricating Oil,Consumption,151.2,Litre
SM0002356,PO001087,M011,Industrial Coolant,Consumption,302.4,Litre
SM0002357,PO001088,M002,Forged Steel,Consumption,8162.0,Kg
SM0002358,PO001088,M010,Lubricating Oil,Consumption,111.3,Litre
SM0002359,PO001089,M004,Aluminium Alloy,Consumption,6080.0,Kg
SM0002360,PO001089,M011,Industrial Coolant,Consumption,190.0,Litre
SM0002361,PO001090,M003,Stainless Steel,Consumption,3264.0,Kg
SM0002362,PO001090,M012,Electronic Sensors,Consumption,816.0,Piece
SM0002363,PO001091,M002,Forged Steel,Consumption,3336.0,Kg
SM0002364,PO001091,M014,Hydraulic Fluid,Consumption,333.6,Litre
SM0002365,PO001092,M001,Cast Iron,Consumption,7952.0,Kg
SM0002366,PO001092,M015,Protective Coating,Consumption,170.4,Litre
SM0002367,PO001093,M001,Cast Iron,Consumption,15975.0,Kg
SM0002368,PO001093,M010,Lubricating Oil,Consumption,142.0,Litre
SM0002369,PO001093,M011,Industrial Coolant,Consumption,284.0,Litre
SM0002370,PO001094,M002,Forged Steel,Consumption,7656.0,Kg
SM0002371,PO001094,M010,Lubricating Oil,Consumption,104.4,Litre
SM0002372,PO001095,M004,Aluminium Alloy,Consumption,6368.0,Kg
SM0002373,PO001095,M011,Industrial Coolant,Consumption,199.0,Litre
SM0002374,PO001096,M003,Stainless Steel,Consumption,3696.0,Kg
SM0002375,PO001096,M012,Electronic Sensors,Consumption,924.0,Piece
SM0002376,PO001097,M002,Forged Steel,Consumption,3804.0,Kg
SM0002377,PO001097,M014,Hydraulic Fluid,Consumption,380.4,Litre
SM0002378,PO001098,M001,Cast Iron,Consumption,7028.0,Kg
SM0002379,PO001098,M015,Protective Coating,Consumption,150.6,Litre
SM0002380,PO001099,M001,Cast Iron,Consumption,18810.0,Kg
SM0002381,PO001099,M010,Lubricating Oil,Consumption,167.2,Litre
SM0002382,PO001099,M011,Industrial Coolant,Consumption,334.4,Litre
SM0002383,PO001100,M002,Forged Steel,Consumption,7084.0,Kg
SM0002384,PO001100,M010,Lubricating Oil,Consumption,96.6,Litre
SM0002385,PO001101,M004,Aluminium Alloy,Consumption,6096.0,Kg
SM0002386,PO001101,M011,Industrial Coolant,Consumption,190.5,Litre
SM0002387,PO001102,M003,Stainless Steel,Consumption,3952.0,Kg
SM0002388,PO001102,M012,Electronic Sensors,Consumption,988.0,Piece
SM0002389,PO001103,M002,Forged Steel,Consumption,3612.0,Kg
SM0002390,PO001103,M014,Hydraulic Fluid,Consumption,361.2,Litre
SM0002391,PO001104,M001,Cast Iron,Consumption,7672.0,Kg
SM0002392,PO001104,M015,Protective Coating,Consumption,164.4,Litre
SM0002393,PO001105,M001,Cast Iron,Consumption,19440.0,Kg
SM0002394,PO001105,M010,Lubricating Oil,Consumption,172.8,Litre
SM0002395,PO001105,M011,Industrial Coolant,Consumption,345.6,Litre
SM0002396,PO001106,M002,Forged Steel,Consumption,6908.0,Kg
SM0002397,PO001106,M010,Lubricating Oil,Consumption,94.2,Litre
SM0002398,PO001107,M004,Aluminium Alloy,Consumption,5296.0,Kg
SM0002399,PO001107,M011,Industrial Coolant,Consumption,165.5,Litre
SM0002400,PO001108,M003,Stainless Steel,Consumption,3800.0,Kg
SM0002401,PO001108,M012,Electronic Sensors,Consumption,950.0,Piece
SM0002402,PO001109,M002,Forged Steel,Consumption,3888.0,Kg
SM0002403,PO001109,M014,Hydraulic Fluid,Consumption,388.8,Litre
SM0002404,PO001110,M001,Cast Iron,Consumption,8036.0,Kg
SM0002405,PO001110,M015,Protective Coating,Consumption,172.2,Litre
SM0002406,PO001111,M001,Cast Iron,Consumption,16785.0,Kg
SM0002407,PO001111,M010,Lubricating Oil,Consumption,149.2,Litre
SM0002408,PO001111,M011,Industrial Coolant,Consumption,298.4,Litre
SM0002409,PO001112,M002,Forged Steel,Consumption,7172.0,Kg
SM0002410,PO001112,M010,Lubricating Oil,Consumption,97.8,Litre
SM0002411,PO001113,M004,Aluminium Alloy,Consumption,5632.0,Kg
SM0002412,PO001113,M011,Industrial Coolant,Consumption,176.0,Litre
SM0002413,PO001114,M003,Stainless Steel,Consumption,3464.0,Kg
SM0002414,PO001114,M012,Electronic Sensors,Consumption,866.0,Piece
SM0002415,PO001115,M002,Forged Steel,Consumption,3972.0,Kg
SM0002416,PO001115,M014,Hydraulic Fluid,Consumption,397.2,Litre
SM0002417,PO001116,M001,Cast Iron,Consumption,7140.0,Kg
SM0002418,PO001116,M015,Protective Coating,Consumption,153.0,Litre
SM0002419,PO001117,M001,Cast Iron,Consumption,18135.0,Kg
SM0002420,PO001117,M010,Lubricating Oil,Consumption,161.2,Litre
SM0002421,PO001117,M011,Industrial Coolant,Consumption,322.4,Litre
SM0002422,PO001118,M002,Forged Steel,Consumption,8184.0,Kg
SM0002423,PO001118,M010,Lubricating Oil,Consumption,111.6,Litre
SM0002424,PO001119,M004,Aluminium Alloy,Consumption,6384.0,Kg
SM0002425,PO001119,M011,Industrial Coolant,Consumption,199.5,Litre
SM0002426,PO001120,M003,Stainless Steel,Consumption,3952.0,Kg
SM0002427,PO001120,M012,Electronic Sensors,Consumption,988.0,Piece
SM0002428,PO001121,M002,Forged Steel,Consumption,3924.0,Kg
SM0002429,PO001121,M014,Hydraulic Fluid,Consumption,392.4,Litre
SM0002430,PO001122,M001,Cast Iron,Consumption,7392.0,Kg
SM0002431,PO001122,M015,Protective Coating,Consumption,158.4,Litre
SM0002432,PO001123,M001,Cast Iron,Consumption,16290.0,Kg
SM0002433,PO001123,M010,Lubricating Oil,Consumption,144.8,Litre
SM0002434,PO001123,M011,Industrial Coolant,Consumption,289.6,Litre
SM0002435,PO001124,M002,Forged Steel,Consumption,8008.0,Kg
SM0002436,PO001124,M010,Lubricating Oil,Consumption,109.2,Litre
SM0002437,PO001125,M004,Aluminium Alloy,Consumption,5904.0,Kg
SM0002438,PO001125,M011,Industrial Coolant,Consumption,184.5,Litre
SM0002439,PO001126,M003,Stainless Steel,Consumption,3824.0,Kg
SM0002440,PO001126,M012,Electronic Sensors,Consumption,956.0,Piece
SM0002441,PO001127,M002,Forged Steel,Consumption,3864.0,Kg
SM0002442,PO001127,M014,Hydraulic Fluid,Consumption,386.4,Litre
SM0002443,PO001128,M001,Cast Iron,Consumption,7336.0,Kg
SM0002444,PO001128,M015,Protective Coating,Consumption,157.2,Litre
SM0002445,PO001129,M001,Cast Iron,Consumption,19305.0,Kg
SM0002446,PO001129,M010,Lubricating Oil,Consumption,171.6,Litre
SM0002447,PO001129,M011,Industrial Coolant,Consumption,343.2,Litre
SM0002448,PO001130,M002,Forged Steel,Consumption,8030.0,Kg
SM0002449,PO001130,M010,Lubricating Oil,Consumption,109.5,Litre
SM0002450,PO001131,M004,Aluminium Alloy,Consumption,6352.0,Kg
SM0002451,PO001131,M011,Industrial Coolant,Consumption,198.5,Litre
SM0002452,PO001132,M003,Stainless Steel,Consumption,3872.0,Kg
SM0002453,PO001132,M012,Electronic Sensors,Consumption,968.0,Piece
SM0002454,PO001133,M002,Forged Steel,Consumption,3336.0,Kg
SM0002455,PO001133,M014,Hydraulic Fluid,Consumption,333.6,Litre
SM0002456,PO001134,M001,Cast Iron,Consumption,7728.0,Kg
SM0002457,PO001134,M015,Protective Coating,Consumption,165.6,Litre
SM0002458,PO001135,M001,Cast Iron,Consumption,16875.0,Kg
SM0002459,PO001135,M010,Lubricating Oil,Consumption,150.0,Litre
SM0002460,PO001135,M011,Industrial Coolant,Consumption,300.0,Litre
SM0002461,PO001136,M002,Forged Steel,Consumption,6710.0,Kg
SM0002462,PO001136,M010,Lubricating Oil,Consumption,91.5,Litre
SM0002463,PO001137,M004,Aluminium Alloy,Consumption,6544.0,Kg
SM0002464,PO001137,M011,Industrial Coolant,Consumption,204.5,Litre
SM0002465,PO001138,M003,Stainless Steel,Consumption,3616.0,Kg
SM0002466,PO001138,M012,Electronic Sensors,Consumption,904.0,Piece
SM0002467,PO001139,M002,Forged Steel,Consumption,3360.0,Kg
SM0002468,PO001139,M014,Hydraulic Fluid,Consumption,336.0,Litre
SM0002469,PO001140,M001,Cast Iron,Consumption,7504.0,Kg
SM0002470,PO001140,M015,Protective Coating,Consumption,160.8,Litre
SM0002471,PO001141,M001,Cast Iron,Consumption,19125.0,Kg
SM0002472,PO001141,M010,Lubricating Oil,Consumption,170.0,Litre
SM0002473,PO001141,M011,Industrial Coolant,Consumption,340.0,Litre
SM0002474,PO001142,M002,Forged Steel,Consumption,8184.0,Kg
SM0002475,PO001142,M010,Lubricating Oil,Consumption,111.6,Litre
SM0002476,PO001143,M004,Aluminium Alloy,Consumption,6000.0,Kg
SM0002477,PO001143,M011,Industrial Coolant,Consumption,187.5,Litre
SM0002478,PO001144,M003,Stainless Steel,Consumption,3952.0,Kg
SM0002479,PO001144,M012,Electronic Sensors,Consumption,988.0,Piece
SM0002480,PO001145,M002,Forged Steel,Consumption,3972.0,Kg
SM0002481,PO001145,M014,Hydraulic Fluid,Consumption,397.2,Litre
SM0002482,PO001146,M001,Cast Iron,Consumption,6636.0,Kg
SM0002483,PO001146,M015,Protective Coating,Consumption,142.2,Litre
SM0002484,PO001147,M001,Cast Iron,Consumption,17550.0,Kg
SM0002485,PO001147,M010,Lubricating Oil,Consumption,156.0,Litre
SM0002486,PO001147,M011,Industrial Coolant,Consumption,312.0,Litre
SM0002487,PO001148,M002,Forged Steel,Consumption,6930.0,Kg
SM0002488,PO001148,M010,Lubricating Oil,Consumption,94.5,Litre
SM0002489,PO001149,M004,Aluminium Alloy,Consumption,5984.0,Kg
SM0002490,PO001149,M011,Industrial Coolant,Consumption,187.0,Litre
SM0002491,PO001150,M003,Stainless Steel,Consumption,3624.0,Kg
SM0002492,PO001150,M012,Electronic Sensors,Consumption,906.0,Piece
SM0002493,PO001151,M002,Forged Steel,Consumption,3948.0,Kg
SM0002494,PO001151,M014,Hydraulic Fluid,Consumption,394.8,Litre
SM0002495,PO001152,M001,Cast Iron,Consumption,6776.0,Kg
SM0002496,PO001152,M015,Protective Coating,Consumption,145.2,Litre
SM0002497,PO001153,M001,Cast Iron,Consumption,19935.0,Kg
SM0002498,PO001153,M010,Lubricating Oil,Consumption,177.2,Litre
SM0002499,PO001153,M011,Industrial Coolant,Consumption,354.4,Litre
SM0002500,PO001154,M002,Forged Steel,Consumption,6798.0,Kg
SM0002501,PO001154,M010,Lubricating Oil,Consumption,92.7,Litre
SM0002502,PO001155,M004,Aluminium Alloy,Consumption,5520.0,Kg
SM0002503,PO001155,M011,Industrial Coolant,Consumption,172.5,Litre
SM0002504,PO001156,M003,Stainless Steel,Consumption,3824.0,Kg
SM0002505,PO001156,M012,Electronic Sensors,Consumption,956.0,Piece
SM0002506,PO001157,M002,Forged Steel,Consumption,3468.0,Kg
SM0002507,PO001157,M014,Hydraulic Fluid,Consumption,346.8,Litre
SM0002508,PO001158,M001,Cast Iron,Consumption,7448.0,Kg
SM0002509,PO001158,M015,Protective Coating,Consumption,159.6,Litre
SM0002510,PO001159,M001,Cast Iron,Consumption,16830.0,Kg
SM0002511,PO001159,M010,Lubricating Oil,Consumption,149.6,Litre
SM0002512,PO001159,M011,Industrial Coolant,Consumption,299.2,Litre
SM0002513,PO001160,M002,Forged Steel,Consumption,7810.0,Kg
SM0002514,PO001160,M010,Lubricating Oil,Consumption,106.5,Litre
SM0002515,PO001161,M004,Aluminium Alloy,Consumption,6080.0,Kg
SM0002516,PO001161,M011,Industrial Coolant,Consumption,190.0,Litre
SM0002517,PO001162,M003,Stainless Steel,Consumption,3360.0,Kg
SM0002518,PO001162,M012,Electronic Sensors,Consumption,840.0,Piece
SM0002519,PO001163,M002,Forged Steel,Consumption,3864.0,Kg
SM0002520,PO001163,M014,Hydraulic Fluid,Consumption,386.4,Litre
SM0002521,PO001164,M001,Cast Iron,Consumption,7896.0,Kg
SM0002522,PO001164,M015,Protective Coating,Consumption,169.2,Litre
SM0002523,PO001165,M001,Cast Iron,Consumption,18495.0,Kg
SM0002524,PO001165,M010,Lubricating Oil,Consumption,164.4,Litre
SM0002525,PO001165,M011,Industrial Coolant,Consumption,328.8,Litre
SM0002526,PO001166,M002,Forged Steel,Consumption,7678.0,Kg
SM0002527,PO001166,M010,Lubricating Oil,Consumption,104.7,Litre
SM0002528,PO001167,M004,Aluminium Alloy,Consumption,5696.0,Kg
SM0002529,PO001167,M011,Industrial Coolant,Consumption,178.0,Litre
SM0002530,PO001168,M003,Stainless Steel,Consumption,3928.0,Kg
SM0002531,PO001168,M012,Electronic Sensors,Consumption,982.0,Piece
SM0002532,PO001169,M002,Forged Steel,Consumption,3372.0,Kg
SM0002533,PO001169,M014,Hydraulic Fluid,Consumption,337.2,Litre
SM0002534,PO001170,M001,Cast Iron,Consumption,7196.0,Kg
SM0002535,PO001170,M015,Protective Coating,Consumption,154.2,Litre
SM0002536,PO001171,M001,Cast Iron,Consumption,18450.0,Kg
SM0002537,PO001171,M010,Lubricating Oil,Consumption,164.0,Litre
SM0002538,PO001171,M011,Industrial Coolant,Consumption,328.0,Litre
SM0002539,PO001172,M002,Forged Steel,Consumption,7964.0,Kg
SM0002540,PO001172,M010,Lubricating Oil,Consumption,108.6,Litre
SM0002541,PO001173,M004,Aluminium Alloy,Consumption,5920.0,Kg
SM0002542,PO001173,M011,Industrial Coolant,Consumption,185.0,Litre
SM0002543,PO001174,M003,Stainless Steel,Consumption,3792.0,Kg
SM0002544,PO001174,M012,Electronic Sensors,Consumption,948.0,Piece
SM0002545,PO001175,M002,Forged Steel,Consumption,3372.0,Kg
SM0002546,PO001175,M014,Hydraulic Fluid,Consumption,337.2,Litre
SM0002547,PO001176,M001,Cast Iron,Consumption,8092.0,Kg
SM0002548,PO001176,M015,Protective Coating,Consumption,173.4,Litre
SM0002549,PO001177,M001,Cast Iron,Consumption,16875.0,Kg
SM0002550,PO001177,M010,Lubricating Oil,Consumption,150.0,Litre
SM0002551,PO001177,M011,Industrial Coolant,Consumption,300.0,Litre
SM0002552,PO001178,M002,Forged Steel,Consumption,7436.0,Kg
SM0002553,PO001178,M010,Lubricating Oil,Consumption,101.4,Litre
SM0002554,PO001179,M004,Aluminium Alloy,Consumption,5440.0,Kg
SM0002555,PO001179,M011,Industrial Coolant,Consumption,170.0,Litre
SM0002556,PO001180,M003,Stainless Steel,Consumption,3488.0,Kg
SM0002557,PO001180,M012,Electronic Sensors,Consumption,872.0,Piece
SM0002558,PO001181,M002,Forged Steel,Consumption,3684.0,Kg
SM0002559,PO001181,M014,Hydraulic Fluid,Consumption,368.4,Litre
SM0002560,PO001182,M001,Cast Iron,Consumption,7252.0,Kg
SM0002561,PO001182,M015,Protective Coating,Consumption,155.4,Litre
SM0002562,PO001183,M001,Cast Iron,Consumption,18900.0,Kg
SM0002563,PO001183,M010,Lubricating Oil,Consumption,168.0,Litre
SM0002564,PO001183,M011,Industrial Coolant,Consumption,336.0,Litre
SM0002565,PO001184,M002,Forged Steel,Consumption,8250.0,Kg
SM0002566,PO001184,M010,Lubricating Oil,Consumption,112.5,Litre
SM0002567,PO001185,M004,Aluminium Alloy,Consumption,6032.0,Kg
SM0002568,PO001185,M011,Industrial Coolant,Consumption,188.5,Litre
SM0002569,PO001186,M003,Stainless Steel,Consumption,3656.0,Kg
SM0002570,PO001186,M012,Electronic Sensors,Consumption,914.0,Piece
SM0002571,PO001187,M002,Forged Steel,Consumption,3468.0,Kg
SM0002572,PO001187,M014,Hydraulic Fluid,Consumption,346.8,Litre
SM0002573,PO001188,M001,Cast Iron,Consumption,7420.0,Kg
SM0002574,PO001188,M015,Protective Coating,Consumption,159.0,Litre
SM0002575,PO001189,M001,Cast Iron,Consumption,16920.0,Kg
SM0002576,PO001189,M010,Lubricating Oil,Consumption,150.4,Litre
SM0002577,PO001189,M011,Industrial Coolant,Consumption,300.8,Litre
SM0002578,PO001190,M002,Forged Steel,Consumption,6732.0,Kg
SM0002579,PO001190,M010,Lubricating Oil,Consumption,91.8,Litre
SM0002580,PO001191,M004,Aluminium Alloy,Consumption,6240.0,Kg
SM0002581,PO001191,M011,Industrial Coolant,Consumption,195.0,Litre
SM0002582,PO001192,M003,Stainless Steel,Consumption,3568.0,Kg
SM0002583,PO001192,M012,Electronic Sensors,Consumption,892.0,Piece
SM0002584,PO001193,M002,Forged Steel,Consumption,3960.0,Kg
SM0002585,PO001193,M014,Hydraulic Fluid,Consumption,396.0,Litre
SM0002586,PO001194,M001,Cast Iron,Consumption,7448.0,Kg
SM0002587,PO001194,M015,Protective Coating,Consumption,159.6,Litre
SM0002588,PO001195,M001,Cast Iron,Consumption,18450.0,Kg
SM0002589,PO001195,M010,Lubricating Oil,Consumption,164.0,Litre
SM0002590,PO001195,M011,Industrial Coolant,Consumption,328.0,Litre
SM0002591,PO001196,M002,Forged Steel,Consumption,6820.0,Kg
SM0002592,PO001196,M010,Lubricating Oil,Consumption,93.0,Litre
SM0002593,PO001197,M004,Aluminium Alloy,Consumption,5728.0,Kg
SM0002594,PO001197,M011,Industrial Coolant,Consumption,179.0,Litre
SM0002595,PO001198,M003,Stainless Steel,Consumption,3456.0,Kg
SM0002596,PO001198,M012,Electronic Sensors,Consumption,864.0,Piece
SM0002597,PO001199,M002,Forged Steel,Consumption,3636.0,Kg
SM0002598,PO001199,M014,Hydraulic Fluid,Consumption,363.6,Litre
SM0002599,PO001200,M001,Cast Iron,Consumption,7588.0,Kg
SM0002600,PO001200,M015,Protective Coating,Consumption,162.6,Litre
SM0002601,PO001201,M001,Cast Iron,Consumption,19035.0,Kg
SM0002602,PO001201,M010,Lubricating Oil,Consumption,169.2,Litre
SM0002603,PO001201,M011,Industrial Coolant,Consumption,338.4,Litre
SM0002604,PO001202,M002,Forged Steel,Consumption,8184.0,Kg
SM0002605,PO001202,M010,Lubricating Oil,Consumption,111.6,Litre
SM0002606,PO001203,M004,Aluminium Alloy,Consumption,6336.0,Kg
SM0002607,PO001203,M011,Industrial Coolant,Consumption,198.0,Litre
SM0002608,PO001204,M003,Stainless Steel,Consumption,3928.0,Kg
SM0002609,PO001204,M012,Electronic Sensors,Consumption,982.0,Piece
SM0002610,PO001205,M002,Forged Steel,Consumption,3876.0,Kg
SM0002611,PO001205,M014,Hydraulic Fluid,Consumption,387.6,Litre
SM0002612,PO001206,M001,Cast Iron,Consumption,7364.0,Kg
SM0002613,PO001206,M015,Protective Coating,Consumption,157.8,Litre
SM0002614,PO001207,M001,Cast Iron,Consumption,19575.0,Kg
SM0002615,PO001207,M010,Lubricating Oil,Consumption,174.0,Litre
SM0002616,PO001207,M011,Industrial Coolant,Consumption,348.0,Litre
SM0002617,PO001208,M002,Forged Steel,Consumption,6710.0,Kg
SM0002618,PO001208,M010,Lubricating Oil,Consumption,91.5,Litre
SM0002619,PO001209,M004,Aluminium Alloy,Consumption,6000.0,Kg
SM0002620,PO001209,M011,Industrial Coolant,Consumption,187.5,Litre
SM0002621,PO001210,M003,Stainless Steel,Consumption,3296.0,Kg
SM0002622,PO001210,M012,Electronic Sensors,Consumption,824.0,Piece
SM0002623,PO001211,M002,Forged Steel,Consumption,3744.0,Kg
SM0002624,PO001211,M014,Hydraulic Fluid,Consumption,374.4,Litre
SM0002625,PO001212,M001,Cast Iron,Consumption,7672.0,Kg
SM0002626,PO001212,M015,Protective Coating,Consumption,164.4,Litre
SM0002627,PO001213,M001,Cast Iron,Consumption,19350.0,Kg
SM0002628,PO001213,M010,Lubricating Oil,Consumption,172.0,Litre
SM0002629,PO001213,M011,Industrial Coolant,Consumption,344.0,Litre
SM0002630,PO001214,M002,Forged Steel,Consumption,7194.0,Kg
SM0002631,PO001214,M010,Lubricating Oil,Consumption,98.1,Litre
SM0002632,PO001215,M004,Aluminium Alloy,Consumption,5968.0,Kg
SM0002633,PO001215,M011,Industrial Coolant,Consumption,186.5,Litre
SM0002634,PO001216,M003,Stainless Steel,Consumption,3776.0,Kg
SM0002635,PO001216,M012,Electronic Sensors,Consumption,944.0,Piece
SM0002636,PO001217,M002,Forged Steel,Consumption,3696.0,Kg
SM0002637,PO001217,M014,Hydraulic Fluid,Consumption,369.6,Litre
SM0002638,PO001218,M001,Cast Iron,Consumption,7112.0,Kg
SM0002639,PO001218,M015,Protective Coating,Consumption,152.4,Litre
SM0002640,PO001219,M001,Cast Iron,Consumption,18900.0,Kg
SM0002641,PO001219,M010,Lubricating Oil,Consumption,168.0,Litre
SM0002642,PO001219,M011,Industrial Coolant,Consumption,336.0,Litre
SM0002643,PO001220,M002,Forged Steel,Consumption,6974.0,Kg
SM0002644,PO001220,M010,Lubricating Oil,Consumption,95.1,Litre
SM0002645,PO001221,M004,Aluminium Alloy,Consumption,5840.0,Kg
SM0002646,PO001221,M011,Industrial Coolant,Consumption,182.5,Litre
SM0002647,PO001222,M003,Stainless Steel,Consumption,3880.0,Kg
SM0002648,PO001222,M012,Electronic Sensors,Consumption,970.0,Piece
SM0002649,PO001223,M002,Forged Steel,Consumption,3444.0,Kg
SM0002650,PO001223,M014,Hydraulic Fluid,Consumption,344.4,Litre
SM0002651,PO001224,M001,Cast Iron,Consumption,8064.0,Kg
SM0002652,PO001224,M015,Protective Coating,Consumption,172.8,Litre
SM0002653,PO001225,M001,Cast Iron,Consumption,18180.0,Kg
SM0002654,PO001225,M010,Lubricating Oil,Consumption,161.6,Litre
SM0002655,PO001225,M011,Industrial Coolant,Consumption,323.2,Litre
SM0002656,PO001226,M002,Forged Steel,Consumption,8206.0,Kg
SM0002657,PO001226,M010,Lubricating Oil,Consumption,111.9,Litre
SM0002658,PO001227,M004,Aluminium Alloy,Consumption,6512.0,Kg
SM0002659,PO001227,M011,Industrial Coolant,Consumption,203.5,Litre
SM0002660,PO001228,M003,Stainless Steel,Consumption,3624.0,Kg
SM0002661,PO001228,M012,Electronic Sensors,Consumption,906.0,Piece
SM0002662,PO001229,M002,Forged Steel,Consumption,3336.0,Kg
SM0002663,PO001229,M014,Hydraulic Fluid,Consumption,333.6,Litre
SM0002664,PO001230,M001,Cast Iron,Consumption,7868.0,Kg
SM0002665,PO001230,M015,Protective Coating,Consumption,168.6,Litre
SM0002666,PO001231,M001,Cast Iron,Consumption,18090.0,Kg
SM0002667,PO001231,M010,Lubricating Oil,Consumption,160.8,Litre
SM0002668,PO001231,M011,Industrial Coolant,Consumption,321.6,Litre
SM0002669,PO001232,M002,Forged Steel,Consumption,7524.0,Kg
SM0002670,PO001232,M010,Lubricating Oil,Consumption,102.6,Litre
SM0002671,PO001233,M004,Aluminium Alloy,Consumption,5456.0,Kg
SM0002672,PO001233,M011,Industrial Coolant,Consumption,170.5,Litre
SM0002673,PO001234,M003,Stainless Steel,Consumption,3816.0,Kg
SM0002674,PO001234,M012,Electronic Sensors,Consumption,954.0,Piece
SM0002675,PO001235,M002,Forged Steel,Consumption,3744.0,Kg
SM0002676,PO001235,M014,Hydraulic Fluid,Consumption,374.4,Litre
SM0002677,PO001236,M001,Cast Iron,Consumption,7280.0,Kg
SM0002678,PO001236,M015,Protective Coating,Consumption,156.0,Litre
SM0002679,PO001237,M001,Cast Iron,Consumption,17100.0,Kg
SM0002680,PO001237,M010,Lubricating Oil,Consumption,152.0,Litre
SM0002681,PO001237,M011,Industrial Coolant,Consumption,304.0,Litre
SM0002682,PO001238,M002,Forged Steel,Consumption,7524.0,Kg
SM0002683,PO001238,M010,Lubricating Oil,Consumption,102.6,Litre
SM0002684,PO001239,M004,Aluminium Alloy,Consumption,6368.0,Kg
SM0002685,PO001239,M011,Industrial Coolant,Consumption,199.0,Litre
SM0002686,PO001240,M003,Stainless Steel,Consumption,3752.0,Kg
SM0002687,PO001240,M012,Electronic Sensors,Consumption,938.0,Piece
SM0002688,PO001241,M002,Forged Steel,Consumption,3288.0,Kg
SM0002689,PO001241,M014,Hydraulic Fluid,Consumption,328.8,Litre
SM0002690,PO001242,M001,Cast Iron,Consumption,7700.0,Kg
SM0002691,PO001242,M015,Protective Coating,Consumption,165.0,Litre
SM0002692,PO001243,M001,Cast Iron,Consumption,16650.0,Kg
SM0002693,PO001243,M010,Lubricating Oil,Consumption,148.0,Litre
SM0002694,PO001243,M011,Industrial Coolant,Consumption,296.0,Litre
SM0002695,PO001244,M002,Forged Steel,Consumption,7876.0,Kg
SM0002696,PO001244,M010,Lubricating Oil,Consumption,107.4,Litre
SM0002697,PO001245,M004,Aluminium Alloy,Consumption,5680.0,Kg
SM0002698,PO001245,M011,Industrial Coolant,Consumption,177.5,Litre
SM0002699,PO001246,M003,Stainless Steel,Consumption,3824.0,Kg
SM0002700,PO001246,M012,Electronic Sensors,Consumption,956.0,Piece
SM0002701,PO001247,M002,Forged Steel,Consumption,3624.0,Kg
SM0002702,PO001247,M014,Hydraulic Fluid,Consumption,362.4,Litre
SM0002703,PO001248,M001,Cast Iron,Consumption,7252.0,Kg
SM0002704,PO001248,M015,Protective Coating,Consumption,155.4,Litre
SM0002705,PO001249,M001,Cast Iron,Consumption,18090.0,Kg
SM0002706,PO001249,M010,Lubricating Oil,Consumption,160.8,Litre
SM0002707,PO001249,M011,Industrial Coolant,Consumption,321.6,Litre
SM0002708,PO001250,M002,Forged Steel,Consumption,7062.0,Kg
SM0002709,PO001250,M010,Lubricating Oil,Consumption,96.3,Litre
SM0002710,PO001251,M004,Aluminium Alloy,Consumption,6560.0,Kg
SM0002711,PO001251,M011,Industrial Coolant,Consumption,205.0,Litre
SM0002712,PO001252,M003,Stainless Steel,Consumption,3880.0,Kg
SM0002713,PO001252,M012,Electronic Sensors,Consumption,970.0,Piece
SM0002714,PO001253,M002,Forged Steel,Consumption,3360.0,Kg
SM0002715,PO001253,M014,Hydraulic Fluid,Consumption,336.0,Litre
SM0002716,PO001254,M001,Cast Iron,Consumption,6608.0,Kg
SM0002717,PO001254,M015,Protective Coating,Consumption,141.6,Litre
SM0002718,PO001255,M001,Cast Iron,Consumption,16335.0,Kg
SM0002719,PO001255,M010,Lubricating Oil,Consumption,145.2,Litre
SM0002720,PO001255,M011,Industrial Coolant,Consumption,290.4,Litre
SM0002721,PO001256,M002,Forged Steel,Consumption,7216.0,Kg
SM0002722,PO001256,M010,Lubricating Oil,Consumption,98.4,Litre
SM0002723,PO001257,M004,Aluminium Alloy,Consumption,6176.0,Kg
SM0002724,PO001257,M011,Industrial Coolant,Consumption,193.0,Litre
SM0002725,PO001258,M003,Stainless Steel,Consumption,3872.0,Kg
SM0002726,PO001258,M012,Electronic Sensors,Consumption,968.0,Piece
SM0002727,PO001259,M002,Forged Steel,Consumption,3864.0,Kg
SM0002728,PO001259,M014,Hydraulic Fluid,Consumption,386.4,Litre
SM0002729,PO001260,M001,Cast Iron,Consumption,7448.0,Kg
SM0002730,PO001260,M015,Protective Coating,Consumption,159.6,Litre
SM0002731,PO001261,M001,Cast Iron,Consumption,18135.0,Kg
SM0002732,PO001261,M010,Lubricating Oil,Consumption,161.2,Litre
SM0002733,PO001261,M011,Industrial Coolant,Consumption,322.4,Litre
