machine_id,day,runtime_minutes,utilization_percent,health_score,temperature_c,vibration_mm_s,power_consumption_kw,failure_event
M016,201,633,87.92,89.32,64.4,1.97,23.61,0
M017,201,554,76.94,82.43,53.2,1.73,15.53,0
M018,201,515,71.53,84.94,70.2,1.75,5.09,0
M001,202,514,71.39,92.75,51.2,1.83,13.94,0
M002,202,716,99.44,79.83,53.7,2.86,18.63,1
M003,202,455,63.19,84.59,71.8,2.38,5.45,0
M004,202,717,99.58,82.85,59.0,1.87,16.12,0
M005,202,627,87.08,85.89,66.2,2.39,10.11,0
M006,202,421,58.47,87.28,52.0,2.48,4.44,0
M007,202,447,62.08,85.88,68.1,2.42,18.34,0
M008,202,613,85.14,83.71,60.7,2.62,10.36,0
M009,202,614,85.28,91.81,53.3,1.66,4.18,0
M010,202,713,99.03,89.99,56.8,1.46,5.55,0
M011,202,548,76.11,92.31,57.5,1.62,19.09,0
M012,202,559,77.64,84.24,56.5,2.99,5.3,0
M013,202,665,92.36,82.27,61.7,2.97,27.26,0
M014,202,473,65.69,87.89,57.3,2.61,6.37,0
M015,202,525,72.92,83.01,65.5,1.38,5.63,0
M016,202,638,88.61,85.08,53.2,3.17,18.82,0
M017,202,453,62.92,90.88,58.9,2.51,13.86,0
M018,202,553,76.81,91.69,68.2,3.05,4.24,0
M001,203,630,87.5,83.11,60.8,2.11,17.59,0
M002,203,550,76.39,83.62,69.7,2.16,14.11,0
M003,203,713,99.03,87.51,58.9,2.84,5.16,0
M004,203,570,79.17,88.81,65.6,2.65,12.06,0
M005,203,642,89.17,83.28,59.6,1.97,11.25,0
M006,203,559,77.64,83.18,71.5,1.92,4.4,0
M007,203,675,93.75,88.03,74.0,2.47,17.63,0
M008,203,652,90.56,86.79,64.7,2.85,10.43,1
M009,203,638,88.61,87.52,62.2,1.15,3.74,0
M010,203,474,65.83,84.71,63.9,2.82,7.42,0
M011,203,552,76.67,87.23,61.3,3.29,18.18,0
M012,203,481,66.81,86.3,68.6,2.4,4.22,0
M013,203,559,77.64,80.06,60.0,2.65,30.16,0
M014,203,449,62.36,89.36,68.7,2.29,5.9,0
M015,203,448,62.22,83.75,60.0,2.04,5.58,0
M016,203,638,88.61,87.46,71.5,2.5,25.17,0
M017,203,716,99.44,80.69,56.1,2.77,20.37,0
M018,203,714,99.17,82.95,58.9,3.08,4.01,0
M001,204,677,94.03,88.48,64.7,3.29,20.63,0
M002,204,590,81.94,86.04,55.1,1.8,17.21,0
M003,204,485,67.36,86.6,66.9,2.28,5.08,0
M004,204,586,81.39,89.31,70.3,1.84,16.55,0
M005,204,709,98.47,89.52,62.3,2.68,13.59,0
M006,204,656,91.11,91.81,71.5,2.92,3.67,1
M007,204,609,84.58,80.78,75.1,2.5,13.41,0
M008,204,656,91.11,82.01,74.6,2.37,9.97,0
M009,204,670,93.06,82.58,65.2,1.0,5.32,0
M010,204,564,78.33,82.65,70.7,2.37,5.82,0
M011,204,480,66.67,90.94,51.3,1.23,16.26,0
M012,204,527,73.19,90.3,56.1,2.22,4.24,0
M013,204,648,90.0,81.63,56.5,3.19,31.06,0
M014,204,434,60.28,79.87,66.2,2.25,7.4,0
M015,204,489,67.92,91.05,71.4,2.42,4.77,0
M016,204,632,87.78,83.47,66.5,1.9,23.87,0
M017,204,526,73.06,81.15,69.9,1.85,18.89,0
M018,204,441,61.25,81.46,62.5,2.84,5.63,0
M001,205,519,72.08,80.91,62.4,3.04,19.04,0
M002,205,652,90.56,79.88,65.4,2.39,13.91,0
M003,205,428,59.44,88.75,58.0,2.95,4.57,0
M004,205,686,95.28,84.18,72.7,2.13,11.77,0
M005,205,697,96.81,83.65,73.4,3.2,9.74,0
M006,205,602,83.61,82.5,60.3,1.75,5.5,0
M007,205,516,71.67,81.21,61.3,1.83,15.96,0
M008,205,576,80.0,87.91,68.5,2.16,8.15,0
M009,205,596,82.78,88.6,66.9,1.04,4.91,0
M010,205,665,92.36,79.0,61.6,2.59,6.99,0
M011,205,465,64.58,78.05,68.0,1.91,18.36,0
M012,205,530,73.61,91.94,67.2,2.97,4.42,0
M013,205,507,70.42,82.34,62.8,2.63,24.02,0
M014,205,606,84.17,88.93,59.0,2.45,6.05,0
M015,205,473,65.69,86.74,49.9,2.94,3.88,1
M016,205,651,90.42,84.38,61.4,1.47,24.27,0
M017,205,543,75.42,89.65,62.6,2.56,13.6,0
M018,205,487,67.64,88.64,69.8,3.47,4.85,0
M001,206,649,90.14,84.66,52.6,2.52,13.63,0
M002,206,638,88.61,85.64,50.0,2.27,15.89,0
M003,206,639,88.75,84.68,53.8,1.97,3.94,0
M004,206,529,73.47,82.91,69.7,2.67,16.86,0
M005,206,623,86.53,81.31,60.1,2.37,12.06,0
M006,206,575,79.86,92.6,56.2,1.84,5.38,0
M007,206,704,97.78,86.83,73.9,2.41,14.48,0
M008,206,579,80.42,91.47,59.1,2.9,10.24,0
M009,206,707,98.19,85.49,67.2,2.63,4.47,0
M010,206,592,82.22,81.68,60.1,2.26,5.73,0
M011,206,421,58.47,85.78,61.2,2.53,22.42,0
M012,206,573,79.58,88.3,60.5,2.16,5.24,0
M013,206,678,94.17,82.72,57.1,1.29,35.18,0
M014,206,434,60.28,89.45,70.9,1.57,6.37,0
M015,206,564,78.33,80.85,55.2,3.43,4.11,0
M016,206,469,65.14,91.25,58.1,2.35,25.04,0
M017,206,588,81.67,81.41,70.5,2.05,20.11,0
M018,206,536,74.44,81.28,71.1,2.14,5.37,0
M001,207,597,82.92,83.54,63.5,2.84,17.44,0
M002,207,584,81.11,77.59,63.6,1.83,15.52,0
M003,207,547,75.97,91.06,56.7,2.13,3.65,0
M004,207,469,65.14,93.32,70.8,2.26,15.54,0
M005,207,472,65.56,87.19,55.2,2.21,12.24,0
M006,207,686,95.28,79.55,64.2,2.81,3.63,1
M007,207,428,59.44,84.74,57.6,3.2,18.64,0
M008,207,711,98.75,80.69,52.1,2.0,7.7,0
M009,207,481,66.81,86.23,72.5,2.65,5.66,0
M010,207,716,99.44,89.94,64.6,2.08,5.99,0
M011,207,528,73.33,86.27,69.0,1.89,18.32,0
M012,207,604,83.89,87.45,69.3,2.93,4.82,0
M013,207,489,67.92,82.33,65.6,1.59,27.53,0
M014,207,430,59.72,88.43,54.9,1.82,5.79,0
M015,207,490,68.06,79.52,67.1,2.64,4.83,0
M016,207,660,91.67,83.95,60.9,1.58,22.44,0
M017,207,603,83.75,86.22,56.6,2.72,18.86,0
M018,207,690,95.83,88.92,70.1,1.87,5.08,1
M001,208,538,74.72,82.77,53.0,2.27,15.25,0
M002,208,461,64.03,87.34,64.5,3.01,17.07,0
M003,208,633,87.92,80.98,68.9,2.67,5.12,0
M004,208,508,70.56,85.0,68.4,1.86,14.07,0
M005,208,542,75.28,92.15,64.4,2.63,13.62,0
M006,208,663,92.08,79.48,64.5,3.31,4.91,1
M007,208,515,71.53,87.94,49.9,1.48,17.61,0
M008,208,534,74.17,87.44,55.9,1.92,8.14,0
M009,208,450,62.5,87.62,68.2,1.85,4.65,0
M010,208,597,82.92,87.58,54.9,2.63,5.74,0
M011,208,669,92.92,86.44,53.2,2.88,18.95,0
M012,208,633,87.92,81.73,57.6,3.33,5.23,0
M013,208,565,78.47,87.0,56.5,2.17,25.63,0
M014,208,590,81.94,78.09,70.0,1.46,7.37,0
M015,208,716,99.44,83.0,67.1,2.22,5.58,0
M016,208,551,76.53,82.78,61.1,2.33,21.09,0
M017,208,448,62.22,84.9,65.8,3.38,15.98,0
M018,208,551,76.53,83.46,68.2,2.52,4.24,0
M001,209,605,84.03,85.2,52.4,3.02,20.03,0
M002,209,693,96.25,88.04,71.5,2.59,20.09,0
M003,209,462,64.17,84.82,62.0,1.49,4.52,0
M004,209,675,93.75,83.54,67.3,2.45,15.51,0
M005,209,482,66.94,92.68,54.2,1.51,13.0,0
M006,209,524,72.78,88.13,55.0,1.48,4.08,0
M007,209,653,90.69,93.17,59.6,1.48,15.34,0
M008,209,446,61.94,91.21,66.4,2.46,9.53,0
M009,209,653,90.69,79.16,67.4,2.44,4.0,0
M010,209,607,84.31,80.96,76.4,3.21,5.25,1
M011,209,563,78.19,86.92,54.2,1.62,21.7,0
M012,209,716,99.44,84.22,59.1,1.26,4.9,0
M013,209,481,66.81,82.78,63.5,2.12,27.57,0
M014,209,583,80.97,81.58,68.3,1.6,6.95,0
M015,209,426,59.17,80.7,55.0,3.04,4.18,1
M016,209,436,60.56,88.73,65.3,2.02,21.95,0
M017,209,570,79.17,90.52,67.2,2.7,15.55,0
M018,209,542,75.28,87.59,59.4,2.41,3.95,0
M001,210,696,96.67,90.78,59.1,1.91,17.58,0
M002,210,511,70.97,87.45,64.9,2.19,16.59,0
M003,210,459,63.75,81.67,72.1,1.84,4.64,0
M004,210,474,65.83,85.61,65.9,3.43,13.15,0
M005,210,430,59.72,88.44,67.4,1.67,11.04,0
M006,210,661,91.81,87.27,72.4,1.29,4.33,0
M007,210,542,75.28,83.41,67.2,2.45,15.16,0
M008,210,466,64.72,87.82,53.2,2.56,10.82,0
M009,210,474,65.83,79.75,60.1,1.97,5.64,0
M010,210,477,66.25,80.31,74.6,1.74,6.82,0
M011,210,614,85.28,82.04,59.8,1.97,21.32,0
M012,210,599,83.19,78.28,72.7,2.19,4.31,0
M013,210,562,78.06,87.3,57.3,1.84,32.33,0
M014,210,525,72.92,86.08,67.2,3.54,7.41,0
M015,210,550,76.39,85.08,60.1,2.58,4.61,0
M016,210,575,79.86,86.42,72.1,1.81,25.94,0
M017,210,507,70.42,88.52,71.2,2.4,17.85,0
M018,210,612,85.0,83.06,64.9,3.03,5.06,1
M001,211,681,94.58,83.89,52.2,1.42,19.71,0
M002,211,709,98.47,88.72,70.0,2.08,15.65,0
M003,211,550,76.39,81.02,69.3,2.25,5.65,0
M004,211,688,95.56,84.15,61.7,2.37,13.13,0
M005,211,677,94.03,83.88,65.0,1.98,13.02,0
M006,211,709,98.47,86.93,55.3,1.78,4.82,0
M007,211,575,79.86,82.04,63.9,2.5,15.46,0
M008,211,587,81.53,79.25,64.9,2.93,10.57,0
M009,211,582,80.83,80.67,62.7,1.8,4.52,0
M010,211,553,76.81,86.73,61.2,3.08,5.24,0
M011,211,666,92.5,79.2,58.9,2.52,18.84,1
M012,211,424,58.89,86.29,71.6,2.85,4.0,1
M013,211,706,98.06,90.26,57.0,1.31,27.44,1
M014,211,430,59.72,81.93,59.5,2.55,5.24,0
M015,211,567,78.75,83.76,70.8,1.99,5.24,0
M016,211,688,95.56,91.35,51.3,1.19,18.36,0
M017,211,668,92.78,80.49,57.6,2.24,16.78,0
M018,211,539,74.86,81.87,60.7,1.65,4.32,0
M001,212,578,80.28,87.58,69.7,2.27,19.47,0
M002,212,446,61.94,78.57,56.8,1.71,18.51,0
M003,212,456,63.33,86.71,71.6,2.14,3.69,0
M004,212,430,59.72,78.05,57.2,2.19,14.33,1
M005,212,441,61.25,80.97,72.1,2.2,13.69,0
M006,212,613,85.14,84.08,72.6,2.13,4.52,0
M007,212,664,92.22,92.35,54.8,2.71,17.62,0
M008,212,637,88.47,84.63,53.9,1.38,10.45,0
M009,212,588,81.67,86.24,57.8,1.77,3.64,0
M010,212,587,81.53,84.04,64.0,2.61,6.78,0
M011,212,500,69.44,92.68,54.0,2.93,22.0,0
M012,212,445,61.81,83.75,64.2,2.53,3.96,0
M013,212,548,76.11,89.55,52.6,2.51,30.48,0
M014,212,677,94.03,81.65,52.5,3.38,5.92,0
M015,212,486,67.5,82.77,72.3,2.28,4.57,0
M016,212,505,70.14,80.11,52.4,2.39,27.67,0
M017,212,641,89.03,81.02,72.7,2.79,16.56,0
M018,212,436,60.56,83.71,69.9,3.05,4.88,1
M001,213,441,61.25,81.15,70.3,1.68,19.86,0
M002,213,584,81.11,84.41,59.4,3.17,20.49,0
M003,213,650,90.28,83.17,65.9,1.85,3.97,0
M004,213,657,91.25,90.78,61.0,2.29,16.85,0
M005,213,693,96.25,89.38,66.2,3.17,11.25,1
M006,213,560,77.78,89.13,52.0,2.92,4.23,0
M007,213,587,81.53,85.41,71.7,2.22,15.87,0
M008,213,530,73.61,83.09,56.3,2.51,8.95,0
M009,213,487,67.64,88.18,71.9,3.31,5.01,0
M010,213,496,68.89,83.83,60.2,3.42,5.37,0
M011,213,658,91.39,89.85,66.1,2.99,15.07,0
M012,213,465,64.58,84.05,69.0,2.7,4.04,0
M013,213,559,77.64,84.58,66.4,2.07,24.55,0
M014,213,612,85.0,81.35,59.7,2.68,6.88,0
M015,213,490,68.06,79.04,68.2,1.91,3.73,0
M016,213,555,77.08,86.47,50.8,1.8,21.94,0
M017,213,568,78.89,80.43,69.8,2.57,16.15,0
M018,213,504,70.0,87.25,61.6,1.85,4.12,0
M001,214,654,90.83,81.0,75.0,2.78,15.33,0
M002,214,515,71.53,81.76,70.5,1.45,19.37,0
M003,214,477,66.25,85.01,71.2,3.08,3.73,0
M004,214,488,67.78,85.8,68.9,3.31,12.59,0
M005,214,546,75.83,85.34,73.3,2.09,11.54,0
M006,214,576,80.0,82.71,61.5,2.97,5.54,0
M007,214,596,82.78,90.74,50.5,2.25,14.1,0
M008,214,624,86.67,79.26,57.2,2.72,8.08,0
M009,214,436,60.56,88.15,76.3,2.33,4.51,0
M010,214,530,73.61,83.53,65.0,2.51,6.68,0
M011,214,597,82.92,84.8,58.0,2.92,18.5,1
M012,214,669,92.92,89.12,59.5,1.68,5.36,0
M013,214,482,66.94,85.07,59.8,2.2,33.34,0
M014,214,520,72.22,81.56,51.3,2.96,6.0,0
M015,214,532,73.89,83.16,52.5,2.23,5.04,0
M016,214,598,83.06,88.46,52.5,2.04,26.62,0
M017,214,509,70.69,85.83,59.2,2.52,18.38,0
M018,214,483,67.08,82.65,56.2,1.75,4.99,0
M001,215,663,92.08,88.35,52.2,2.57,18.26,0
M002,215,444,61.67,87.8,52.5,3.52,17.94,1
M003,215,485,67.36,90.39,64.0,3.29,4.18,1
M004,215,566,78.61,90.65,53.5,2.29,14.81,0
M005,215,579,80.42,92.69,62.2,2.19,12.64,0
M006,215,545,75.69,88.65,68.2,2.1,5.42,0
M007,215,465,64.58,85.49,53.6,2.01,17.68,0
M008,215,683,94.86,93.23,71.1,2.58,8.49,0
M009,215,435,60.42,78.77,72.9,3.13,5.15,0
M010,215,568,78.89,78.34,70.8,3.3,7.23,0
M011,215,469,65.14,86.28,74.7,1.7,17.12,0
M012,215,440,61.11,81.75,64.3,2.28,4.55,0
M013,215,592,82.22,78.46,72.4,2.06,33.43,1
M014,215,604,83.89,88.1,64.0,2.85,7.21,0
M015,215,489,67.92,80.62,63.5,2.79,3.98,0
M016,215,553,76.81,82.36,62.2,2.47,22.07,1
M017,215,454,63.06,84.51,56.4,1.65,17.29,0
M018,215,530,73.61,87.0,64.3,2.49,4.81,0
M001,216,474,65.83,89.96,56.3,2.37,19.73,0
M002,216,658,91.39,88.13,53.8,2.15,18.69,0
M003,216,583,80.97,90.61,51.0,1.94,4.69,0
M004,216,681,94.58,78.79,62.2,3.28,13.87,1
M005,216,459,63.75,79.53,56.2,2.65,10.26,1
M006,216,670,93.06,87.68,57.3,2.28,4.63,0
M007,216,452,62.78,80.6,71.8,1.73,14.36,0
M008,216,476,66.11,84.95,66.0,2.38,9.45,0
M009,216,519,72.08,84.76,53.7,1.69,4.59,0
M010,216,632,87.78,85.74,63.8,2.18,6.76,0
M011,216,549,76.25,88.38,63.9,3.28,19.88,1
M012,216,485,67.36,86.67,69.9,2.91,3.68,0
M013,216,449,62.36,85.2,65.0,1.47,31.64,0
M014,216,585,81.25,86.49,57.3,3.16,5.55,0
M015,216,671,93.19,81.94,66.0,2.18,5.06,0
M016,216,547,75.97,80.26,66.2,1.49,24.41,0
M017,216,648,90.0,85.19,62.6,1.77,16.44,0
M018,216,445,61.81,86.47,63.6,2.58,4.55,0
M001,217,468,65.0,78.37,56.8,3.1,14.14,0
M002,217,477,66.25,81.93,70.6,1.07,13.47,0
M003,217,591,82.08,87.7,71.3,2.54,5.04,0
M004,217,447,62.08,80.83,73.1,2.11,11.41,0
M005,217,556,77.22,82.83,65.7,2.86,11.69,0
M006,217,676,93.89,84.95,63.1,3.0,3.78,1
M007,217,464,64.44,81.42,67.1,2.7,18.52,0
M008,217,510,70.83,87.49,57.1,2.24,11.24,0
M009,217,524,72.78,88.24,64.5,3.18,4.74,0
M010,217,712,98.89,87.98,63.9,1.25,4.97,0
M011,217,445,61.81,86.37,63.5,1.47,18.88,0
M012,217,468,65.0,92.64,57.4,2.55,4.52,0
M013,217,711,98.75,82.92,73.2,3.08,33.52,1
M014,217,664,92.22,78.32,62.9,2.52,5.2,0
M015,217,649,90.14,85.08,68.5,1.97,4.93,0
M016,217,454,63.06,89.02,72.2,2.52,27.62,0
M017,217,575,79.86,83.43,67.8,2.55,20.36,0
M018,217,445,61.81,78.13,56.8,1.84,5.42,0
M001,218,650,90.28,80.68,71.3,2.49,14.88,0
M002,218,496,68.89,84.55,67.4,2.02,19.91,0
M003,218,458,63.61,85.96,68.6,2.76,5.59,0
M004,218,510,70.83,78.46,61.1,2.32,11.31,0
M005,218,464,64.44,87.66,63.6,3.32,10.24,0
M006,218,560,77.78,86.04,56.6,2.36,5.49,0
M007,218,583,80.97,81.39,55.5,1.34,14.97,0
M008,218,692,96.11,90.03,72.0,1.9,9.06,0
M009,218,649,90.14,83.46,55.3,2.5,5.63,0
M010,218,464,64.44,83.47,68.0,2.52,4.83,0
M011,218,644,89.44,86.54,59.2,1.57,23.67,0
M012,218,520,72.22,76.28,65.7,2.0,4.48,0
M013,218,566,78.61,81.06,66.6,2.55,35.97,0
M014,218,575,79.86,86.17,53.7,2.75,5.39,0
M015,218,505,70.14,81.22,63.1,2.16,4.37,0
M016,218,671,93.19,83.43,65.8,2.02,21.41,1
M017,218,493,68.47,79.26,60.4,1.41,14.36,0
M018,218,655,90.97,85.44,56.5,1.73,5.28,0
M001,219,421,58.47,83.46,65.5,2.7,13.95,0
M002,219,497,69.03,87.4,57.5,2.29,13.22,0
M003,219,497,69.03,85.1,50.7,2.33,4.26,0
M004,219,690,95.83,87.56,65.8,1.75,16.08,0
M005,219,545,75.69,84.99,71.7,2.38,10.29,0
M006,219,520,72.22,83.1,66.5,2.03,4.82,0
M007,219,596,82.78,81.93,62.2,2.42,18.38,0
M008,219,512,71.11,89.57,69.2,2.1,9.85,0
M009,219,698,96.94,92.25,64.9,2.04,4.39,0
M010,219,626,86.94,82.12,68.4,1.65,6.53,0
M011,219,697,96.81,86.43,62.5,2.53,15.77,1
M012,219,626,86.94,82.71,74.9,2.62,5.01,0
M013,219,666,92.5,76.86,65.5,2.42,36.7,0
M014,219,713,99.03,91.4,58.2,1.31,5.99,0
M015,219,491,68.19,87.07,74.7,1.51,4.65,0
M016,219,475,65.97,87.04,72.2,2.64,18.85,0
M017,219,574,79.72,81.72,57.4,2.11,14.77,0
M018,219,663,92.08,85.8,53.4,2.6,4.76,0
M001,220,573,79.58,88.78,71.6,2.45,13.41,0
M002,220,681,94.58,81.39,73.7,3.04,18.17,0
M003,220,580,80.56,84.04,53.7,1.43,4.58,0
M004,220,669,92.92,85.67,56.6,2.44,12.65,0
M005,220,471,65.42,87.53,65.4,2.75,9.78,0
M006,220,639,88.75,80.0,77.4,2.12,4.1,1
M007,220,495,68.75,87.66,70.0,3.05,14.94,0
M008,220,660,91.67,86.57,59.2,2.27,8.54,0
M009,220,543,75.42,90.03,71.9,1.83,5.43,0
M010,220,439,60.97,82.35,74.5,1.59,6.72,0
M011,220,607,84.31,82.3,66.5,2.57,22.57,0
M012,220,551,76.53,79.86,53.7,1.74,5.64,0
M013,220,578,80.28,85.65,66.2,2.88,36.74,0
M014,220,521,72.36,85.1,65.7,2.17,4.92,0
M015,220,642,89.17,84.63,68.6,1.57,3.84,0
M016,220,491,68.19,85.38,61.6,2.11,26.69,0
M017,220,612,85.0,85.19,54.9,2.34,16.59,0
M018,220,685,95.14,84.11,68.0,2.75,4.09,0
M001,221,515,71.53,88.82,52.9,1.85,13.6,0
M002,221,474,65.83,88.35,66.3,1.9,20.89,0
M003,221,586,81.39,79.26,53.6,2.37,5.44,0
M004,221,639,88.75,84.8,72.7,2.11,16.74,0
M005,221,610,84.72,82.62,57.6,1.77,9.14,0
M006,221,444,61.67,89.47,60.6,1.86,5.43,0
M007,221,469,65.14,78.22,55.9,3.11,14.92,0
M008,221,612,85.0,87.51,74.1,2.84,10.7,0
M009,221,610,84.72,87.7,60.6,2.85,4.8,0
M010,221,718,99.72,79.84,56.9,1.96,6.46,0
M011,221,586,81.39,92.12,72.3,3.12,22.07,1
M012,221,483,67.08,80.14,57.3,2.61,5.43,0
M013,221,536,74.44,84.28,57.3,2.89,34.67,1
M014,221,668,92.78,80.9,61.2,2.43,5.5,0
M015,221,695,96.53,78.59,67.3,1.72,5.27,1
M016,221,617,85.69,84.12,54.9,2.9,21.83,0
M017,221,702,97.5,81.95,60.4,1.91,13.44,0
M018,221,704,97.78,86.95,62.3,3.22,5.35,0
M001,222,447,62.08,86.95,75.5,2.28,20.68,0
M002,222,474,65.83,88.93,74.5,2.49,17.97,0
M003,222,474,65.83,85.5,57.3,3.52,5.37,0
M004,222,478,66.39,91.66,64.7,2.74,11.5,0
M005,222,421,58.47,89.71,70.3,2.62,11.82,0
M006,222,580,80.56,88.76,62.1,3.12,4.64,0
M007,222,600,83.33,89.6,74.7,2.28,13.63,0
M008,222,472,65.56,91.0,61.5,2.82,9.91,0
M009,222,620,86.11,81.39,63.5,1.9,4.73,0
M010,222,611,84.86,89.94,59.0,2.01,5.35,0
M011,222,475,65.97,87.0,60.6,1.89,18.99,0
M012,222,518,71.94,82.58,65.3,2.13,5.2,0
M013,222,628,87.22,82.84,66.8,2.2,37.27,0
M014,222,520,72.22,79.82,64.8,2.97,6.28,1
M015,222,560,77.78,80.14,61.7,2.04,4.62,0
M016,222,644,89.44,84.3,60.7,2.69,21.04,0
M017,222,483,67.08,83.81,58.9,1.87,18.3,0
M018,222,608,84.44,89.52,53.8,2.0,4.49,0
M001,223,651,90.42,77.54,69.4,2.26,15.71,0
M002,223,672,93.33,88.13,61.6,1.36,15.33,0
M003,223,475,65.97,80.36,59.5,2.85,4.49,0
M004,223,558,77.5,78.65,58.6,1.36,14.7,0
M005,223,713,99.03,82.52,58.2,2.31,10.88,0
M006,223,603,83.75,81.03,56.1,2.9,5.43,1
M007,223,621,86.25,87.23,62.5,2.27,15.63,0
M008,223,696,96.67,85.51,61.2,1.87,10.66,0
M009,223,653,90.69,87.55,53.1,2.51,3.65,1
M010,223,421,58.47,80.76,49.9,1.98,6.24,0
M011,223,447,62.08,79.81,76.3,2.46,19.0,1
M012,223,674,93.61,82.43,66.2,2.26,4.96,0
M013,223,589,81.81,87.64,66.6,1.59,34.61,0
M014,223,607,84.31,84.46,57.1,3.43,7.48,0
M015,223,517,71.81,85.39,61.4,2.03,4.51,0
M016,223,450,62.5,84.04,65.3,2.8,22.9,0
M017,223,580,80.56,79.3,56.7,2.55,13.73,0
M018,223,465,64.58,87.64,77.7,2.54,3.93,0
M001,224,567,78.75,91.55,65.6,1.6,18.27,0
M002,224,686,95.28,83.3,58.6,2.86,15.66,0
M003,224,608,84.44,88.59,63.8,1.66,4.62,0
M004,224,558,77.5,86.56,60.1,1.97,15.9,0
M005,224,590,81.94,92.55,64.6,1.91,9.31,0
M006,224,421,58.47,83.01,70.6,1.39,4.68,0
M007,224,527,73.19,85.13,59.1,1.45,17.77,0
M008,224,589,81.81,88.05,67.1,2.48,10.92,0
M009,224,707,98.19,88.05,57.7,1.89,5.57,0
M010,224,593,82.36,84.52,76.0,1.34,5.98,0
M011,224,641,89.03,88.24,64.3,2.97,21.55,0
M012,224,603,83.75,85.96,58.5,2.26,3.68,0
M013,224,430,59.72,78.32,58.6,2.27,26.5,0
M014,224,633,87.92,88.0,67.3,2.0,7.53,0
M015,224,629,87.36,87.47,53.7,2.91,4.27,0
M016,224,474,65.83,86.52,61.6,2.56,22.63,0
M017,224,436,60.56,84.44,64.3,2.8,14.58,0
M018,224,515,71.53,83.96,58.0,2.2,4.88,0
M001,225,518,71.94,84.87,58.0,2.03,15.83,0
M002,225,652,90.56,84.31,56.3,2.23,20.65,0
M003,225,660,91.67,82.12,54.0,1.88,4.5,1
M004,225,718,99.72,81.02,68.5,2.77,14.58,0
M005,225,666,92.5,87.49,65.8,3.64,10.14,0
M006,225,475,65.97,86.67,65.3,2.37,5.32,0
M007,225,559,77.64,86.06,62.1,2.45,12.99,0
M008,225,592,82.22,78.04,75.6,2.47,11.07,1
M009,225,524,72.78,78.79,70.7,1.72,4.46,0
M010,225,641,89.03,85.05,65.2,2.23,5.05,0
M011,225,454,63.06,78.76,66.4,2.72,20.39,0
M012,225,525,72.92,84.81,56.0,2.94,3.64,0
M013,225,673,93.47,83.46,62.8,1.35,28.63,0
M014,225,705,97.92,89.16,60.5,2.24,5.33,0
M015,225,686,95.28,84.47,67.5,1.35,3.95,1
M016,225,596,82.78,83.71,61.0,1.81,18.05,0
M017,225,682,94.72,83.92,73.1,2.25,18.81,0
M018,225,479,66.53,80.65,56.4,1.55,4.77,0
M001,226,460,63.89,85.78,57.7,2.03,16.29,0
M002,226,632,87.78,79.24,60.5,1.79,15.26,1
M003,226,714,99.17,89.86,62.7,2.28,4.21,0
M004,226,694,96.39,90.17,57.9,2.35,14.4,0
M005,226,624,86.67,86.35,74.8,2.48,11.64,0
M006,226,711,98.75,79.31,71.9,1.34,4.42,0
M007,226,501,69.58,87.63,57.7,2.5,17.89,0
M008,226,427,59.31,84.72,71.9,2.73,9.82,0
M009,226,594,82.5,88.44,74.4,1.79,4.1,0
M010,226,420,58.33,88.51,73.1,2.56,6.34,0
M011,226,608,84.44,84.59,57.1,2.11,15.22,0
M012,226,515,71.53,83.91,59.6,2.83,5.49,1
M013,226,540,75.0,83.07,55.7,1.68,31.55,0
M014,226,574,79.72,81.72,56.4,1.71,6.46,0
M015,226,435,60.42,89.24,62.1,2.32,4.35,0
M016,226,595,82.64,79.11,55.5,2.19,27.26,0
M017,226,588,81.67,77.07,64.6,1.69,14.27,0
M018,226,530,73.61,88.38,67.1,1.69,4.89,0
M001,227,550,76.39,86.55,69.7,2.97,14.9,1
M002,227,674,93.61,77.93,55.4,2.7,20.36,0
M003,227,459,63.75,86.28,58.3,2.76,5.59,0
M004,227,427,59.31,82.73,54.7,1.71,11.52,0
M005,227,428,59.44,89.52,61.9,3.17,13.91,1
M006,227,498,69.17,89.66,56.7,3.51,4.2,0
M007,227,634,88.06,81.58,60.9,2.97,15.36,0
M008,227,515,71.53,83.44,71.2,1.99,8.07,0
M009,227,707,98.19,84.08,54.8,1.94,3.96,0
M010,227,667,92.64,80.12,54.8,2.26,6.31,0
M011,227,655,90.97,79.83,69.8,3.36,20.1,1
M012,227,496,68.89,81.29,56.6,1.96,4.79,0
M013,227,456,63.33,85.77,62.9,2.25,29.16,0
M014,227,517,71.81,82.25,54.8,3.04,5.74,0
M015,227,636,88.33,87.85,60.3,3.33,5.61,0
M016,227,456,63.33,83.52,66.4,1.68,20.46,0
M017,227,605,84.03,83.84,63.5,3.09,18.02,0
M018,227,438,60.83,87.04,61.4,1.33,4.07,0
M001,228,603,83.75,78.51,74.1,3.19,19.08,0
M002,228,544,75.56,84.0,72.1,2.43,16.57,0
M003,228,500,69.44,85.65,58.9,2.16,5.3,0
M004,228,628,87.22,84.34,60.5,3.04,12.05,0
M005,228,499,69.31,89.16,73.5,2.01,10.57,0
M006,228,483,67.08,84.2,60.8,1.42,4.04,0
M007,228,685,95.14,79.08,54.8,1.46,16.94,1
M008,228,458,63.61,85.97,58.7,2.16,11.38,0
M009,228,563,78.19,86.74,66.9,2.59,3.8,0
