record_id,production_order_id,machine_id,operator_id,planned_quantity,actual_quantity,rejected_quantity,runtime_minutes,downtime_minutes,machine_health,efficiency_percent
PR000731,PO000731,M014,EMP000405,276,272,4,3886,22,83.16,80.78
PR000732,PO000732,M016,EMP000092,255,250,5,5117,17,89.95,85.69
PR000733,PO000733,M002,EMP000025,406,401,5,7325,17,87.71,86.07
PR000734,PO000734,M006,EMP000282,308,304,4,4625,5,96.89,94.41
PR000735,PO000735,M007,EMP000329,393,387,6,6300,12,92.86,90.53
PR000736,PO000736,M011,EMP000185,456,451,5,5489,17,90.17,86.1
PR000737,PO000737,M015,EMP000241,289,286,3,4063,17,88.39,84.26
PR000738,PO000738,M017,EMP000221,265,261,4,5326,26,82.17,79.4
PR000739,PO000739,M003,EMP000078,395,390,5,7127,17,89.49,84.93
PR000740,PO000740,M004,EMP000192,307,304,3,4606,1,98.58,97.16
PR000741,PO000741,M007,EMP000020,399,393,6,6402,18,86.45,82.21
PR000742,PO000742,M011,EMP000291,471,467,4,5671,19,85.33,84.02
PR000743,PO000743,M014,EMP000141,305,300,5,4275,5,96.13,92.86
PR000744,PO000744,M017,EMP000352,253,249,4,5076,16,87.75,85.47
PR000745,PO000745,M002,EMP000276,448,440,8,8079,15,88.33,85.7
PR000746,PO000746,M004,EMP000330,319,316,3,4796,11,92.59,89.04
PR000747,PO000747,M007,EMP000205,393,386,7,6291,3,97.01,96.06
PR000748,PO000748,M012,EMP000219,456,451,5,5481,9,93.8,91.65
PR000749,PO000749,M015,EMP000415,312,307,5,4372,4,97.66,94.72
PR000750,PO000750,M017,EMP000352,285,279,6,5717,17,87.0,85.76
PR000751,PO000751,M003,EMP000358,429,422,7,7739,17,86.76,84.22
PR000752,PO000752,M005,EMP000401,324,320,4,4877,17,90.31,86.39
PR000753,PO000753,M009,EMP000053,417,408,9,6682,10,92.45,90.51
PR000754,PO000754,M011,EMP000328,465,461,4,5587,7,94.77,92.18
PR000755,PO000755,M013,EMP000028,297,292,5,4167,9,94.11,91.69
PR000756,PO000756,M016,EMP000194,290,284,6,5816,16,90.05,86.86
PR000757,PO000757,M001,EMP000179,406,400,6,7317,9,93.05,88.58
PR000758,PO000758,M006,EMP000056,351,347,4,5284,19,85.98,83.85
PR000759,PO000759,M009,EMP000295,352,347,5,5660,28,84.67,83.4
PR000760,PO000760,M010,EMP000120,408,405,3,4903,7,94.78,92.19
PR000761,PO000761,M014,EMP000413,333,329,4,4689,27,82.7,81.02
PR000762,PO000762,M017,EMP000281,289,284,5,5795,15,89.35,86.86
PR000763,PO000763,M003,EMP000211,369,365,4,6669,27,82.42,81.09
PR000764,PO000764,M005,EMP000330,313,309,4,4698,3,97.33,94.82
PR000765,PO000765,M008,EMP000053,402,396,6,6455,23,83.33,82.19
PR000766,PO000766,M010,EMP000239,499,494,5,6007,19,88.12,86.45
PR000767,PO000767,M015,EMP000161,295,290,5,4154,24,86.25,82.41
PR000768,PO000768,M017,EMP000303,272,266,6,5464,24,85.24,84.55
PR000769,PO000769,M001,EMP000293,426,419,7,7677,9,94.18,92.87
PR000770,PO000770,M005,EMP000354,325,321,4,4894,19,86.79,81.81
PR000771,PO000771,M008,EMP000044,364,357,7,5831,7,95.97,95.91
PR000772,PO000772,M012,EMP000337,436,433,3,5234,2,98.82,94.49
PR000773,PO000773,M014,EMP000121,297,293,4,4165,7,94.3,93.13
PR000774,PO000774,M018,EMP000261,257,253,4,5153,13,91.39,87.32
PR000775,PO000775,M003,EMP000255,398,391,7,7195,31,83.46,81.32
PR000776,PO000776,M006,EMP000285,315,312,3,4741,16,89.1,84.84
PR000777,PO000777,M009,EMP000126,357,350,7,5741,29,84.36,82.83
PR000778,PO000778,M012,EMP000239,419,416,3,5044,16,90.5,88.73
PR000779,PO000779,M015,EMP000390,315,310,5,4429,19,89.24,85.43
PR000780,PO000780,M016,EMP000214,292,288,4,5861,21,87.09,84.25
PR000781,PO000781,M001,EMP000187,365,360,5,6600,30,84.37,79.4
PR000782,PO000782,M006,EMP000122,337,333,4,5063,8,95.59,92.72
PR000783,PO000783,M007,EMP000385,409,402,7,6566,22,88.48,88.16
PR000784,PO000784,M012,EMP000291,481,476,5,5786,14,90.07,85.26
PR000785,PO000785,M014,EMP000166,309,306,3,4343,17,87.18,83.81
PR000786,PO000786,M017,EMP000156,270,266,4,5406,6,96.05,95.92
PR000787,PO000787,M003,EMP000393,411,406,5,7401,3,97.49,96.46
PR000788,PO000788,M005,EMP000248,313,310,3,4709,14,90.91,89.07
PR000789,PO000789,M007,EMP000070,356,348,8,5719,23,87.56,85.6
PR000790,PO000790,M011,EMP000208,461,457,4,5556,24,84.2,80.48
PR000791,PO000791,M013,EMP000005,315,311,4,4413,3,97.36,93.01
PR000792,PO000792,M016,EMP000103,260,255,5,5207,7,95.9,95.11
PR000793,PO000793,M002,EMP000025,404,398,6,7289,17,87.28,83.7
PR000794,PO000794,M004,EMP000375,351,346,5,5294,29,85.43,83.2
PR000795,PO000795,M009,EMP000044,349,343,6,5594,10,92.28,90.64
PR000796,PO000796,M010,EMP000297,459,456,3,5523,15,90.35,90.15
PR000797,PO000797,M014,EMP000296,329,324,5,4619,13,92.99,91.26
PR000798,PO000798,M016,EMP000072,246,240,6,4926,6,95.47,91.35
PR000799,PO000799,M002,EMP000361,409,403,6,7376,14,89.06,85.97
PR000800,PO000800,M005,EMP000256,335,332,3,5044,19,88.54,85.05
PR000801,PO000801,M008,EMP000076,409,403,6,6551,7,93.88,89.45
PR000802,PO000802,M011,EMP000213,424,421,3,5092,4,97.0,93.67
PR000803,PO000803,M014,EMP000034,337,333,4,4728,10,94.35,89.81
PR000804,PO000804,M017,EMP000344,296,290,6,5926,6,94.95,93.11
PR000805,PO000805,M002,EMP000142,362,358,4,6533,17,90.57,88.52
PR000806,PO000806,M005,EMP000284,368,364,4,5537,17,85.53,85.4
PR000807,PO000807,M007,EMP000408,363,357,6,5818,10,93.49,91.77
PR000808,PO000808,M011,EMP000257,406,402,4,4890,18,85.3,84.05
PR000809,PO000809,M014,EMP000110,335,331,4,4717,27,84.32,82.0
PR000810,PO000810,M018,EMP000089,283,278,5,5688,28,83.4,79.83
PR000811,PO000811,M002,EMP000118,428,421,7,7718,14,90.0,89.19
PR000812,PO000812,M004,EMP000370,359,354,5,5395,10,92.32,91.7
PR000813,PO000813,M008,EMP000094,382,376,6,6138,26,84.86,84.8
PR000814,PO000814,M011,EMP000291,405,400,5,4874,14,89.49,85.92
PR000815,PO000815,M013,EMP000024,296,292,4,4157,13,91.05,90.81
PR000816,PO000816,M018,EMP000321,258,254,4,5175,15,90.89,87.59
PR000817,PO000817,M002,EMP000274,424,419,5,7641,9,93.74,90.75
PR000818,PO000818,M006,EMP000282,339,334,5,5100,15,88.42,87.17
PR000819,PO000819,M009,EMP000026,414,408,6,6641,17,85.4,85.26
PR000820,PO000820,M010,EMP000270,412,407,5,4951,7,95.95,95.63
PR000821,PO000821,M014,EMP000369,315,310,5,4440,30,83.64,80.32
PR000822,PO000822,M017,EMP000321,288,283,5,5787,27,82.75,78.67
PR000823,PO000823,M001,EMP000082,437,431,6,7878,12,92.66,87.99
PR000824,PO000824,M005,EMP000340,368,364,4,5534,14,89.27,88.74
PR000825,PO000825,M007,EMP000312,340,335,5,5470,30,82.25,82.19
PR000826,PO000826,M012,EMP000189,442,438,4,5328,24,85.74,84.35
PR000827,PO000827,M015,EMP000254,330,325,5,4652,32,82.75,80.69
PR000828,PO000828,M018,EMP000240,297,290,7,5958,18,90.49,86.93
PR000829,PO000829,M001,EMP000225,401,396,5,7221,3,97.68,96.42
PR000830,PO000830,M005,EMP000023,324,320,4,4881,21,87.51,85.57
PR000831,PO000831,M009,EMP000339,374,367,7,5990,6,95.11,94.23
PR000832,PO000832,M011,EMP000213,464,461,3,5580,12,93.69,90.36
PR000833,PO000833,M015,EMP000220,334,330,4,4710,34,82.3,80.06
PR000834,PO000834,M018,EMP000327,259,255,4,5188,8,94.61,91.09
PR000835,PO000835,M001,EMP000372,407,402,5,7357,31,82.36,81.74
PR000836,PO000836,M006,EMP000046,318,315,3,4784,14,89.28,88.88
PR000837,PO000837,M009,EMP000170,375,368,7,6012,12,90.48,88.6
PR000838,PO000838,M012,EMP000213,480,476,4,5784,24,86.05,81.11
PR000839,PO000839,M015,EMP000415,332,327,5,4652,4,96.91,95.32
PR000840,PO000840,M018,EMP000092,290,284,6,5831,31,82.67,80.6
PR000841,PO000841,M003,EMP000380,389,384,5,7009,7,94.76,91.1
PR000842,PO000842,M004,EMP000354,378,373,5,5688,18,85.5,80.91
PR000843,PO000843,M007,EMP000324,403,395,8,6455,7,95.62,94.51
PR000844,PO000844,M012,EMP000250,479,476,3,5760,12,90.87,87.72
PR000845,PO000845,M013,EMP000075,303,298,5,4260,18,90.36,90.1
PR000846,PO000846,M018,EMP000203,300,294,6,6002,2,97.95,97.08
PR000847,PO000847,M001,EMP000293,384,379,5,6918,6,95.52,92.98
PR000848,PO000848,M005,EMP000006,344,340,4,5173,13,89.94,88.95
PR000849,PO000849,M007,EMP000416,388,380,8,6219,11,92.3,89.42
PR000850,PO000850,M010,EMP000059,452,447,5,5451,27,85.42,83.01
PR000851,PO000851,M015,EMP000381,332,328,4,4665,17,88.11,85.76
PR000852,PO000852,M018,EMP000336,243,237,6,4871,11,92.36,91.58
PR000853,PO000853,M001,EMP000118,426,421,5,7685,17,90.19,88.05
PR000854,PO000854,M006,EMP000206,345,341,4,5178,3,97.41,94.72
PR000855,PO000855,M008,EMP000382,403,397,6,6470,22,84.99,83.46
PR000856,PO000856,M011,EMP000109,422,418,4,5077,13,91.56,89.89
PR000857,PO000857,M015,EMP000288,315,310,5,4438,28,85.33,85.31
PR000858,PO000858,M017,EMP000092,283,278,5,5668,8,94.42,92.4
PR000859,PO000859,M003,EMP000293,442,436,6,7976,20,88.71,86.79
PR000860,PO000860,M005,EMP000106,365,360,5,5476,1,98.79,94.37
PR000861,PO000861,M007,EMP000286,371,364,7,5966,30,84.12,83.31
PR000862,PO000862,M011,EMP000291,428,424,4,5139,3,98.27,94.51
PR000863,PO000863,M014,EMP000017,298,295,3,4182,10,94.06,92.22
PR000864,PO000864,M018,EMP000104,271,266,5,5437,17,88.55,87.32
PR000865,PO000865,M002,EMP000187,404,400,4,7275,3,97.66,94.13
PR000866,PO000866,M006,EMP000379,339,334,5,5093,8,93.32,90.29
PR000867,PO000867,M007,EMP000201,409,401,8,6565,21,84.51,81.62
PR000868,PO000868,M012,EMP000290,448,443,5,5395,19,84.74,84.28
PR000869,PO000869,M014,EMP000254,290,287,3,4080,20,88.53,83.66
PR000870,PO000870,M016,EMP000049,258,253,5,5164,4,97.47,96.64
PR000871,PO000871,M001,EMP000158,404,397,7,7281,9,93.76,91.09
PR000872,PO000872,M006,EMP000206,336,331,5,5054,14,91.96,88.2
PR000873,PO000873,M008,EMP000126,363,356,7,5812,4,96.78,93.92
PR000874,PO000874,M012,EMP000202,434,429,5,5213,5,95.84,94.79
PR000875,PO000875,M015,EMP000220,306,302,4,4291,7,93.88,93.04
PR000876,PO000876,M016,EMP000315,279,274,5,5609,29,83.65,81.56
PR000877,PO000877,M003,EMP000081,390,385,5,7040,20,86.9,86.02
PR000878,PO000878,M004,EMP000260,371,368,3,5589,24,84.28,81.77
PR000879,PO000879,M009,EMP000226,365,358,7,5851,11,91.64,90.64
PR000880,PO000880,M010,EMP000120,452,447,5,5429,5,95.76,90.85
PR000881,PO000881,M015,EMP000048,332,327,5,4668,20,89.49,88.94
PR000882,PO000882,M018,EMP000163,289,285,4,5801,21,83.36,82.74
PR000883,PO000883,M001,EMP000294,430,423,7,7764,24,82.5,80.07
PR000884,PO000884,M005,EMP000370,364,360,4,5485,25,82.16,77.38
PR000885,PO000885,M009,EMP000170,361,354,7,5781,5,95.42,94.36
PR000886,PO000886,M011,EMP000290,436,432,4,5250,18,88.39,83.58
PR000887,PO000887,M013,EMP000125,283,280,3,3979,17,90.26,87.24
PR000888,PO000888,M018,EMP000217,254,250,4,5089,9,93.59,92.01
PR000889,PO000889,M003,EMP000067,364,357,7,6570,18,88.14,85.09
PR000890,PO000890,M005,EMP000153,326,322,4,4895,5,96.84,96.82
PR000891,PO000891,M008,EMP000036,399,394,5,6404,20,88.83,84.2
PR000892,PO000892,M012,EMP000307,437,432,5,5269,25,84.09,79.33
PR000893,PO000893,M013,EMP000405,310,305,5,4361,21,86.23,82.8
PR000894,PO000894,M018,EMP000243,246,241,5,4935,15,90.75,90.73
PR000895,PO000895,M002,EMP000078,418,411,7,7526,2,98.01,94.84
PR000896,PO000896,M006,EMP000130,371,367,4,5567,2,98.48,95.09
PR000897,PO000897,M007,EMP000060,400,393,7,6417,17,90.24,86.27
PR000898,PO000898,M011,EMP000419,424,420,4,5091,3,97.96,95.58
PR000899,PO000899,M014,EMP000314,292,288,4,4095,7,93.89,91.97
PR000900,PO000900,M017,EMP000074,281,275,6,5631,11,94.1,89.72
PR000901,PO000901,M003,EMP000082,383,379,4,6901,7,94.18,91.69
PR000902,PO000902,M006,EMP000330,347,343,4,5212,7,96.15,91.21
PR000903,PO000903,M009,EMP000131,360,354,6,5765,5,97.24,94.83
PR000904,PO000904,M012,EMP000189,481,476,5,5790,18,86.14,81.42
PR000905,PO000905,M014,EMP000151,337,332,5,4750,32,83.79,83.64
PR000906,PO000906,M016,EMP000102,265,259,6,5318,18,87.55,86.15
PR000907,PO000907,M001,EMP000128,383,377,6,6907,13,93.32,89.97
PR000908,PO000908,M005,EMP000331,345,341,4,5178,3,97.69,95.23
PR000909,PO000909,M007,EMP000094,369,361,8,5921,17,87.66,84.78
PR000910,PO000910,M010,EMP000071,457,452,5,5508,24,83.1,78.55
PR000911,PO000911,M014,EMP000095,310,305,5,4349,9,94.33,90.4
PR000912,PO000912,M018,EMP000163,276,271,5,5534,14,89.43,88.13
PR000913,PO000913,M002,EMP000098,443,438,5,7997,23,83.89,80.93
PR000914,PO000914,M006,EMP000304,334,331,3,5013,3,98.01,97.37
PR000915,PO000915,M009,EMP000047,351,345,6,5636,20,88.46,86.91
PR000916,PO000916,M011,EMP000213,420,416,4,5062,22,85.23,83.11
PR000917,PO000917,M015,EMP000269,336,331,5,4712,8,95.56,94.93
PR000918,PO000918,M017,EMP000320,284,278,6,5690,10,92.04,91.99
PR000919,PO000919,M003,EMP000360,397,392,5,7169,23,87.37,85.89
PR000920,PO000920,M006,EMP000122,332,328,4,4988,8,93.56,92.14
PR000921,PO000921,M007,EMP000262,397,391,6,6358,6,96.44,96.27
PR000922,PO000922,M011,EMP000246,495,489,6,5956,16,90.54,89.17
PR000923,PO000923,M014,EMP000319,325,321,4,4564,14,91.76,90.68
PR000924,PO000924,M018,EMP000083,298,293,5,5961,1,98.43,94.38
PR000925,PO000925,M003,EMP000029,445,439,6,8020,10,94.19,89.52
PR000926,PO000926,M004,EMP000232,380,375,5,5710,10,94.51,90.63
PR000927,PO000927,M009,EMP000077,393,385,8,6296,8,94.37,90.29
PR000928,PO000928,M012,EMP000359,446,442,4,5370,18,84.71,82.75
PR000929,PO000929,M015,EMP000161,286,283,3,4018,14,90.05,88.09
PR000930,PO000930,M018,EMP000103,297,291,6,5948,8,94.35,89.73
PR000931,PO000931,M001,EMP000311,433,426,7,7805,11,91.32,89.7
PR000932,PO000932,M004,EMP000232,325,322,3,4879,4,96.72,92.05
PR000933,PO000933,M009,EMP000117,392,385,7,6283,11,93.13,90.92
PR000934,PO000934,M012,EMP000328,426,423,3,5115,3,97.25,93.23
PR000935,PO000935,M015,EMP000138,334,331,3,4686,10,93.07,88.79
PR000936,PO000936,M018,EMP000266,268,262,6,5368,8,95.35,93.47
PR000937,PO000937,M002,EMP000394,376,371,5,6776,8,93.55,93.27
PR000938,PO000938,M005,EMP000251,362,358,4,5449,19,90.06,89.47
PR000939,PO000939,M007,EMP000205,407,399,8,6530,18,87.75,87.01
PR000940,PO000940,M012,EMP000419,439,435,4,5285,17,86.17,84.19
PR000941,PO000941,M013,EMP000146,322,317,5,4518,10,92.13,88.4
PR000942,PO000942,M016,EMP000083,287,282,5,5741,1,98.85,98.4
PR000943,PO000943,M003,EMP000349,369,364,5,6648,6,95.91,92.75
PR000944,PO000944,M005,EMP000045,348,344,4,5243,23,82.2,81.59
PR000945,PO000945,M007,EMP000117,405,396,9,6483,3,97.44,94.51
PR000946,PO000946,M010,EMP000055,460,455,5,5537,17,90.15,89.68
PR000947,PO000947,M014,EMP000139,324,320,4,4558,22,88.53,85.02
PR000948,PO000948,M016,EMP000281,289,282,7,5803,23,84.13,80.56
PR000949,PO000949,M003,EMP000233,442,436,6,7969,13,91.14,87.64
PR000950,PO000950,M005,EMP000340,352,349,3,5287,7,95.9,93.25
PR000951,PO000951,M008,EMP000036,384,377,7,6150,6,96.23,92.14
PR000952,PO000952,M012,EMP000080,484,480,4,5815,7,94.81,91.52
PR000953,PO000953,M013,EMP000224,316,312,4,4429,5,96.65,96.62
PR000954,PO000954,M016,EMP000049,274,268,6,5495,15,87.34,84.46
PR000955,PO000955,M003,EMP000062,376,372,4,6791,23,83.49,79.72
PR000956,PO000956,M004,EMP000401,304,301,3,4582,22,84.12,79.29
PR000957,PO000957,M008,EMP000070,395,390,5,6322,2,98.61,97.37
PR000958,PO000958,M012,EMP000298,469,464,5,5631,3,98.08,96.61
PR000959,PO000959,M015,EMP000271,320,315,5,4504,24,84.38,82.82
PR000960,PO000960,M016,EMP000114,269,263,6,5381,1,98.95,96.4
PR000961,PO000961,M001,EMP000371,395,390,5,7118,8,93.26,93.08
PR000962,PO000962,M006,EMP000046,318,314,4,4774,4,96.55,95.88
PR000963,PO000963,M009,EMP000047,389,382,7,6235,11,92.06,88.41
PR000964,PO000964,M010,EMP000250,430,427,3,5172,12,91.35,88.1
PR000965,PO000965,M013,EMP000121,284,279,5,3996,20,89.75,86.37
PR000966,PO000966,M016,EMP000150,268,263,5,5381,21,84.44,81.29
PR000967,PO000967,M003,EMP000082,450,443,7,8112,12,92.76,89.19
PR000968,PO000968,M004,EMP000370,309,305,4,4646,11,93.01,92.19
PR000969,PO000969,M008,EMP000312,365,357,8,5863,23,87.38,85.49
PR000970,PO000970,M010,EMP000337,496,491,5,5971,19,86.21,83.55
PR000971,PO000971,M013,EMP000314,336,331,5,4720,16,88.92,88.48
PR000972,PO000972,M016,EMP000261,292,287,5,5846,6,95.23,91.24
PR000973,PO000973,M003,EMP000306,400,393,7,7232,32,83.67,82.56
PR000974,PO000974,M006,EMP000152,345,340,5,5181,6,95.31,92.68
PR000975,PO000975,M008,EMP000209,354,348,6,5678,14,92.01,91.53
PR000976,PO000976,M012,EMP000334,428,425,3,5147,11,91.73,90.37
PR000977,PO000977,M014,EMP000075,307,304,3,4322,24,82.82,79.06
PR000978,PO000978,M018,EMP000035,300,294,6,6007,7,95.7,91.76
PR000979,PO000979,M003,EMP000065,382,377,5,6880,4,96.99,94.03
PR000980,PO000980,M006,EMP000106,358,355,3,5381,11,93.67,90.38
PR000981,PO000981,M008,EMP000205,342,336,6,5483,11,91.65,87.06
PR000982,PO000982,M012,EMP000080,485,481,4,5841,21,88.29,84.9
PR000983,PO000983,M015,EMP000412,312,308,4,4383,15,89.78,88.01
PR000984,PO000984,M017,EMP000102,266,260,6,5345,25,86.88,84.28
PR000985,PO000985,M002,EMP000037,408,403,5,7347,3,97.7,94.52
PR000986,PO000986,M006,EMP000251,364,360,4,5483,23,87.2,82.97
PR000987,PO000987,M007,EMP000168,374,367,7,6007,23,83.3,82.83
PR000988,PO000988,M010,EMP000350,459,454,5,5531,23,83.44,78.79
PR000989,PO000989,M015,EMP000125,324,319,5,4570,34,82.18,78.79
PR000990,PO000990,M018,EMP000280,273,267,6,5485,25,84.32,80.89
PR000991,PO000991,M002,EMP000361,391,386,5,7049,11,91.05,90.98
PR000992,PO000992,M004,EMP000056,346,342,4,5194,4,96.13,94.01
PR000993,PO000993,M007,EMP000205,393,385,8,6312,24,87.87,84.56
PR000994,PO000994,M010,EMP000400,468,465,3,5617,1,98.99,95.57
PR000995,PO000995,M013,EMP000269,278,274,4,3905,13,89.63,84.98
PR000996,PO000996,M017,EMP000263,283,279,4,5663,3,97.36,95.52
PR000997,PO000997,M003,EMP000025,365,361,4,6584,14,88.01,85.53
PR000998,PO000998,M004,EMP000304,379,374,5,5687,2,98.49,95.09
PR000999,PO000999,M009,EMP000131,407,400,7,6518,6,96.46,95.01
PR001000,PO001000,M011,EMP000043,426,422,4,5128,16,86.5,83.34
PR001001,PO001001,M014,EMP000096,273,269,4,3826,4,97.69,92.89
PR001002,PO001002,M016,EMP000281,287,280,7,5745,5,97.19,92.73
PR001003,PO001003,M003,EMP000305,421,416,5,7598,20,82.98,80.68
PR001004,PO001004,M006,EMP000397,330,327,3,4973,23,83.82,80.21
PR001005,PO001005,M007,EMP000123,406,399,7,6523,27,82.15,81.16
PR001006,PO001006,M011,EMP000238,448,445,3,5380,4,97.27,92.7
PR001007,PO001007,M015,EMP000005,317,313,4,4444,6,95.08,92.73
PR001008,PO001008,M017,EMP000181,263,259,4,5282,22,88.2,85.52
PR001009,PO001009,M002,EMP000345,419,414,5,7544,2,98.82,96.62
PR001010,PO001010,M006,EMP000375,364,359,5,5466,6,94.7,90.28
PR001011,PO001011,M007,EMP000416,383,377,6,6151,23,83.88,83.21
PR001012,PO001012,M011,EMP000055,405,400,5,4875,15,87.63,84.3
PR001013,PO001013,M013,EMP000271,290,286,4,4063,3,98.31,97.72
PR001014,PO001014,M017,EMP000103,275,269,6,5516,16,90.42,89.78
PR001015,PO001015,M003,EMP000345,413,406,7,7441,7,95.27,91.64
PR001016,PO001016,M004,EMP000165,329,325,4,4940,5,96.04,91.25
PR001017,PO001017,M007,EMP000384,384,377,7,6167,23,84.14,84.07
PR001018,PO001018,M010,EMP000279,463,458,5,5587,31,82.88,80.73
PR001019,PO001019,M015,EMP000271,315,312,3,4438,28,82.14,80.73
PR001020,PO001020,M017,EMP000099,286,281,5,5738,18,89.29,85.64
PR001021,PO001021,M003,EMP000393,422,415,7,7613,17,86.78,85.46
PR001022,PO001022,M004,EMP000165,349,345,4,5245,10,93.33,90.96
PR001023,PO001023,M007,EMP000094,405,399,6,6508,28,83.75,80.69
PR001024,PO001024,M010,EMP000051,469,465,4,5633,5,96.53,95.79
PR001025,PO001025,M013,EMP000234,339,335,4,4761,15,88.82,87.86
PR001026,PO001026,M016,EMP000313,300,295,5,6024,24,82.3,77.98
PR001027,PO001027,M001,EMP000372,360,356,4,6495,15,90.92,86.02
PR001028,PO001028,M004,EMP000108,333,330,3,5008,13,89.24,87.1
PR001029,PO001029,M009,EMP000094,355,348,7,5704,24,83.87,79.16
PR001030,PO001030,M010,EMP000071,464,461,3,5594,26,86.2,85.29
PR001031,PO001031,M014,EMP000148,279,276,3,3915,9,93.23,91.8
PR001032,PO001032,M018,EMP000092,282,277,5,5651,11,92.31,91.05
PR001033,PO001033,M002,EMP000061,444,437,7,8007,15,87.68,84.34
PR001034,PO001034,M004,EMP000196,304,300,4,4566,6,95.1,93.3
PR001035,PO001035,M009,EMP000117,388,382,6,6216,8,94.63,91.61
PR001036,PO001036,M010,EMP000063,467,464,3,5626,22,86.69,86.25
PR001037,PO001037,M014,EMP000254,340,334,6,4772,12,92.7,92.49
PR001038,PO001038,M016,EMP000320,272,267,5,5445,5,97.03,96.07
PR001039,PO001039,M003,EMP000358,415,410,5,7501,31,83.68,80.58
PR001040,PO001040,M004,EMP000046,316,313,3,4757,17,90.06,87.39
PR001041,PO001041,M007,EMP000093,366,358,8,5880,24,84.17,80.61
PR001042,PO001042,M012,EMP000409,467,463,4,5613,9,94.91,92.11
PR001043,PO001043,M014,EMP000271,306,302,4,4304,20,88.22,87.63
PR001044,PO001044,M016,EMP000182,263,257,6,5275,15,90.21,85.45
PR001045,PO001045,M002,EMP000353,432,426,6,7797,21,84.84,80.0
PR001046,PO001046,M006,EMP000354,332,329,3,4982,2,98.25,93.39
PR001047,PO001047,M009,EMP000351,346,340,6,5542,6,95.85,93.19
PR001048,PO001048,M012,EMP000348,497,492,5,5989,25,83.27,80.72
PR001049,PO001049,M013,EMP000017,323,320,3,4541,19,88.63,87.6
PR001050,PO001050,M017,EMP000136,275,269,6,5513,13,91.72,91.68
PR001051,PO001051,M001,EMP000305,441,435,6,7952,14,90.72,87.12
PR001052,PO001052,M006,EMP000392,325,322,3,4880,5,96.49,95.15
PR001053,PO001053,M008,EMP000402,391,384,7,6279,23,85.81,84.35
PR001054,PO001054,M011,EMP000080,472,467,5,5666,2,98.01,97.35
PR001055,PO001055,M015,EMP000314,277,274,3,3911,33,82.88,77.93
PR001056,PO001056,M016,EMP000231,297,290,7,5967,27,83.98,80.82
PR001057,PO001057,M003,EMP000389,420,415,5,7584,24,87.52,83.1
PR001058,PO001058,M004,EMP000289,313,309,4,4725,30,84.27,82.8
PR001059,PO001059,M008,EMP000178,405,397,8,6488,8,92.64,90.86
PR001060,PO001060,M012,EMP000418,404,400,4,4866,18,86.75,86.67
PR001061,PO001061,M014,EMP000199,274,270,4,3842,6,96.76,93.84
PR001062,PO001062,M018,EMP000313,249,244,5,4992,12,93.7,92.41
PR001063,PO001063,M002,EMP000211,369,364,5,6652,10,92.27,90.06
PR001064,PO001064,M004,EMP000232,376,372,4,5664,24,85.47,81.18
PR001065,PO001065,M009,EMP000385,385,379,6,6178,18,89.58,87.41
PR001066,PO001066,M012,EMP000051,442,437,5,5319,15,90.14,87.84
PR001067,PO001067,M015,EMP000381,289,286,3,4070,24,84.99,80.27
PR001068,PO001068,M018,EMP000336,245,240,5,4919,19,86.79,82.36
PR001069,PO001069,M003,EMP000118,404,398,6,7280,8,93.69,92.97
PR001070,PO001070,M004,EMP000289,359,354,5,5402,17,89.74,87.73
PR001071,PO001071,M007,EMP000186,379,374,5,6092,28,84.33,84.27
PR001072,PO001072,M012,EMP000185,476,471,5,5726,14,88.53,88.46
PR001073,PO001073,M014,EMP000034,275,272,3,3852,2,97.89,94.04
PR001074,PO001074,M017,EMP000240,290,286,4,5803,3,97.96,94.0
PR001075,PO001075,M002,EMP000037,389,382,7,7009,7,95.46,91.37
PR001076,PO001076,M006,EMP000087,352,347,5,5301,21,83.44,79.64
PR001077,PO001077,M007,EMP000292,410,404,6,6565,5,95.86,93.47
PR001078,PO001078,M011,EMP000290,410,407,3,4932,12,91.24,88.52
PR001079,PO001079,M014,EMP000121,303,298,5,4270,28,82.76,82.25
PR001080,PO001080,M016,EMP000346,245,241,4,4913,13,89.06,87.94
PR001081,PO001081,M001,EMP000399,408,401,7,7360,16,88.55,87.12
PR001082,PO001082,M006,EMP000040,323,319,4,4856,11,93.64,90.07
PR001083,PO001083,M008,EMP000186,376,368,8,6035,19,90.36,89.24
PR001084,PO001084,M010,EMP000410,411,407,4,4948,16,86.79,85.12
PR001085,PO001085,M014,EMP000110,328,324,4,4594,2,97.72,97.5
PR001086,PO001086,M017,EMP000164,246,242,4,4935,15,89.29,88.38
PR001087,PO001087,M001,EMP000158,383,378,5,6898,4,97.18,94.06
PR001088,PO001088,M005,EMP000284,375,371,4,5629,4,96.88,94.38
PR001089,PO001089,M009,EMP000022,388,380,8,6233,25,86.51,82.52
PR001090,PO001090,M010,EMP000235,411,408,3,4938,6,96.65,92.76
PR001091,PO001091,M015,EMP000199,283,278,5,3986,24,84.51,80.53
PR001092,PO001092,M018,EMP000280,290,284,6,5805,5,95.85,93.71
PR001093,PO001093,M002,EMP000389,361,355,6,6520,22,84.46,83.82
PR001094,PO001094,M005,EMP000301,353,348,5,5314,19,87.99,85.58
PR001095,PO001095,M009,EMP000022,407,398,9,6525,13,92.23,91.54
PR001096,PO001096,M012,EMP000113,466,462,4,5595,3,97.67,94.92
